Date,Content,Source
2024-07-29 12:22:00,"Trong Lễ tang Tổng Bí thư Nguyễn Phú Trọng, Lời cảm ơn của trưởng nam Nguyễn Trọng Trường đã để lại niềm xúc động và cảm phục trước một gia phong cao đẹp.",https://vtcnews.vn/loi-cam-on-dung-di-xuat-phat-tu-mot-gia-phong-cao-dep-ar886145.html
2024-07-29 15:30:08,"Đánh bại hạt giống số 1 nước chủ nhà, nữ kiếm thủ Vivian Kong giành tấm HCV đầu tiên cho Đoàn thể thao Hồng Kông (Trung Quốc) tại Olympic Paris 2024.",https://vtcnews.vn/tien-si-luat-khien-kiem-si-chu-nha-om-han-gianh-hcv-olympic-ar886187.html
2024-07-29 13:17:00,"Nhiều người dân cho rằng, việc điều chỉnh giá đất của TP.HCM là hợp lý, tuy nhiên cần có lộ trình cụ thể để người dân xoay xở.",https://vtcnews.vn/tp-hcm-du-kien-tang-gia-dat-5-50-lan-tu-1-8-dan-than-troi-vi-qua-gap-ar886050.html
2024-07-29 13:19:00,"Theo kế hoạch của Bộ GD&ĐT, thí sinh cả nước được đăng ký, điều chỉnh nguyện vọng xét tuyển đại học đến 17h ngày 30/7.",https://vtcnews.vn/thi-sinh-chi-con-1-ngay-de-dang-ky-dieu-chinh-nguyen-vong-xet-tuyen-dai-hoc-ar886102.html
2024-07-29 14:52:35,"Theo kết quả kiểm phiếu sơ bộ, Tổng thống đương nhiệm Nicolas Maduro, 61 tuổi, đã tái đắc cử tổng thống nhiệm kỳ 2025-2031, với 51,2% số phiếu ủng hộ.",https://vtcnews.vn/ong-nicolas-maduro-tai-dac-cu-tong-thong-venezuela-ar886161.html
2024-07-29 16:23:38,Hơn 3.800 người đã phải sơ tán sau sự cố vỡ đê xảy ra do mưa lớn ở miền trung Trung Quốc.,https://vtcnews.vn/video-vo-de-o-trung-quoc-gan-4-000-nguoi-phai-so-tan-ar886219.html
2024-07-29 16:33:00,Phó Chi cục trưởng cùng chuyên viên Chi cục Quản lý đất đai trực thuộc Sở TN&MT Quảng Nam bị bắt tạm giam.,https://vtcnews.vn/bat-pho-chi-cuc-truong-cung-chuyen-vien-chi-cuc-quan-ly-dat-dai-o-quang-nam-ar886221.html
2024-07-29 15:02:38,"Theo Reuters, ít nhất 2 người đã thiệt mạng và 3 người khác bị thương trong vụ không kích của Israel vào miền nam Lenbanon.",https://vtcnews.vn/israel-tiep-tuc-khong-kich-du-doi-lebanon-thuong-vong-bat-dau-tang-ar886173.html
2024-07-29 12:24:00,Cựu HLV trưởng đội tuyển bắn súng Việt Nam Nguyễn Thị Nhung đánh giá Trịnh Thu Vinh cạnh tranh sòng phẳng với VĐV từ các cường quốc bắn súng tại sân chơi Olympic.,https://vtcnews.vn/chuyen-gia-hay-cu-mo-ve-ky-tich-cua-thu-vinh-o-dau-truong-olympic-ar886123.html
2024-07-29 15:28:51,"Thấy bé trai có triệu chứng cắn lưỡi, co giật, Đại úy Bùi Chí Công dùng ngón tay ngăn cháu bé không cắn vào lưỡi, đồng thời sơ cứu tại chỗ giúp cháu tỉnh táo.",https://vtcnews.vn/csgt-cuu-be-trai-6-tuoi-bi-co-giat-tren-o-to-ar886183.html
2024-07-29 15:09:13,"Đến một trong những quán cà phê có không gian đẹp nhất khu phố cổ Hà Nội, bạn được thả hồn vào không gian yên tĩnh, cảm nhận phần nào cái hồn của Hà thành xưa.",https://vtcnews.vn/nhung-quan-ca-phe-co-khong-gian-dep-nhat-khu-pho-co-ha-noi-ar885359.html
2024-07-29 14:56:42,"Cục CSGT chỉ đạo các đơn vị tăng cường kiểm tra, xử nghiêm các hành vi là nguyên nhân gây tai nạn đường sắt tại các đường ngang, lối đi tự mở, vị trí nguy hiểm.",https://vtcnews.vn/cuc-csgt-chi-dao-xu-nghiem-vi-pham-sau-vu-o-to-dam-tau-hoa-lam-2-nguoi-chet-ar886176.html
2024-07-29 12:30:00,"Phòng Thanh tra An toàn 3 (Cục Đường sắt) xác định nguyên nhân ban đầu vụ tai nạn giao thông khiến 2 người chết, 3 người bị thương ở TP Biên Hoà (Đồng Nai).",https://vtcnews.vn/nguyen-nhan-xe-ban-tai-dam-tau-hoa-khien-5-nguoi-thuong-vong-o-dong-nai-ar886098.html
2024-07-29 13:30:00,"Anh Ryuta đang sống cùng 4 vợ và 3 con dưới một mái nhà, bất chấp những chỉ trích trên mạng xã hội; người đàn ông này được các bà vợ nuôi, chỉ ở nhà làm nội trợ.",https://vtcnews.vn/ong-chong-so-huong-nhat-the-gioi-duoc-4-vo-tre-bao-nuoi-chi-o-nha-noi-tro-ar885474.html
2024-07-29 12:27:00,"Một lỗi mới của Google gây ảnh hưởng đến 15 triệu người dùng Windows trước khi được xử lý, chưa kể ngay trước đó chính Microsoft cũng gây ra một sự cố nhỏ.",https://vtcnews.vn/het-crowdstrike-lai-den-google-bao-15-trieu-nguoi-dung-windows-ganh-hoa-ar886128.html
2024-07-29 12:23:02,2 robot đào hầm TBM tại Dự án đường sắt đô thị (Metro) tuyến Nhổn - Ga Hà Nội sẽ khoan những mét hầm đầu tiên vào ngày 30/7.,https://vtcnews.vn/robot-dao-ham-metro-tuyen-nhon-ga-ha-noi-truoc-ngay-van-hanh-chinh-thuc-ar886133.html
2024-07-29 12:06:05,"Sau khi dùng thuốc gây tê để nhổ răng tại một phòng khám, người đàn ông hoa mắt, chóng mặt, run chân tay, được chẩn đoán ngộ độc.",https://vtcnews.vn/suyt-chet-vi-ngo-doc-thuoc-gay-te-khi-nho-rang-ar886104.html
2024-07-29 11:55:26,"Khi kiểm soát tại một điểm trên đường, CSGT lựa chọn địa điểm, mặt đường rộng, thoáng, không che khuất tầm nhìn và đúng quy định của pháp luật.",https://vtcnews.vn/de-xuat-csgt-khong-duoc-lap-chot-o-noi-bi-che-khuat-tam-nhin-ar886131.html
2024-07-29 11:48:56,Những chi tiết ngụy trang trên chiếc Ferrari F250 dần được tiết lộ trước khi mẫu siêu xe này ra mắt vào cuối năm nay.,https://vtcnews.vn/sieu-xe-thay-the-ferrari-laferrari-lo-thiet-ke-thuc-te-ar885324.html
2024-07-29 11:43:00,"Nhiều cô gái dựng quầy trên phố, chợ để bán những cái ôm giá 1 tệ, nụ hôn giá 10 tệ; đây là dịch vụ ""bạn gái đường phố"" không tình dục đang gây lo ngại ở Trung Quốc",https://vtcnews.vn/bung-no-dich-vu-ban-nu-hon-o-cho-voi-gia-35-nghin-dong-o-trung-quoc-ar886100.html
2024-07-29 11:33:35,Ngân hàng TMCP Ngoại thương Việt Nam (Vietcombank) vừa ra thông báo nâng cấp tiện ích đăng ký mua vàng miếng SJC trực tuyến.,https://vtcnews.vn/tu-hom-nay-nguoi-mua-vang-truc-tuyen-tai-vietcombank-phai-luu-y-dieu-nay-ar886132.html
2024-07-29 11:25:11,"Từ 0h - 9h51 sáng 29/7, tại huyện Kon Plông (Kon Tum) xảy ra 13 trận động đất, cộng với 21 trận động đất hôm qua, nơi đây đã hứng chịu 34 trận trong chưa đầy 2 ngày.",https://vtcnews.vn/sang-nay-mot-huyen-tai-kon-tum-xay-ra-13-tran-dong-dat-ar886118.html
2024-07-29 11:58:44,"Vợ vừa được chẩn đoán mắc tan máu bẩm sinh, 2 tháng phải truyền máu một lần, anh Chính lại nhận thêm tin con gái bị suy thận không thể chữa khỏi.",https://vtcnews.vn/nguoi-cha-lam-buoc-duong-cung-tinh-ca-chuyen-ban-than-cuu-con-gai-8-tuoi-ar885412.html
2024-07-29 11:07:24,"Hà Trần và ê-kíp quyết định tạm hoãn live concert ''Thiên hà tinh khôi"" kỷ niệm 30 năm ca hát của nữ ca sĩ vì lý do nhà sản xuất ''không còn đủ năng lực tài chính''.",https://vtcnews.vn/gan-toi-ngay-dien-ha-tran-huy-live-concert-ky-niem-30-nam-ca-hat-ar886115.html
2024-07-29 10:54:41,"Thoát chết sau khi được vớt lên, Xu Can nhận ra ân nhân chính là người 25 năm trước đã cứu cô khi cô bị ngã xuống đúng cái ao này.",https://vtcnews.vn/2-lan-nga-xuong-mot-cai-ao-cach-nhau-25-nam-duoc-cung-mot-nguoi-cuu-song-ar886092.html
2024-07-29 10:48:55,"Sau 7 tháng (từ 15/12/2023 đến 14/7/2024), Cục Hàng không nhận được 126 báo cáo an toàn bắt buộc, trong đó xảy ra 1 sự cố mức B, 1 sự cố mức C và 48 sự cố mức D.",https://vtcnews.vn/50-su-co-nguy-co-uy-hiep-an-toan-nganh-hang-khong-ar886109.html
2024-07-29 10:08:29,"Chủ tịch Ủy ban Đối ngoại Hạ viện Mỹ Michael McCaul cho biết tay súng đứng sau vụ ám sát ông Trump đã muốn ""đánh lạc hướng"" bằng thuốc nổ để có thể trốn thoát.",https://vtcnews.vn/ke-am-sat-hut-ong-trump-dinh-no-bom-de-tau-thoat-ar886085.html
2024-07-29 08:45:00,"Cập nhật lịch thi đấu Olympic hôm nay 29/7: Tay vợt Nguyễn Thùy Linh đánh trận ra quân ở Thế vận hội, Nguyễn Huy Hoàng thi tài ở vòng loại môn bơi.",https://vtcnews.vn/lich-thi-dau-olympic-hom-nay-29-7-nguyen-thuy-linh-xuat-tran-ar886082.html
2024-07-29 08:00:00,Cập nhật chi tiết bảng tổng sắp huy chương tại Thế vận hội Olympic Paris 2024 - nơi hơn 10.000 vận động viên chuẩn bị tranh tài.,https://vtcnews.vn/bang-tong-sap-huy-chuong-olympic-paris-2024-ar884786.html
2024-07-29 08:16:00,"Võ sĩ lừng danh của Philippines, Manny Pacquiao tái xuất ở tuổi 45 khi đối đầu tay đấm người Nhật Bản, Rukiya Anpo.",https://vtcnews.vn/manny-pacquiao-tai-xuat-o-tuoi-45-tung-don-nhu-mua-truoc-vo-si-tre-ar886052.html
2024-07-29 08:03:04,"Thời tiết TP.HCM hôm nay 29/7,mây gián đoạn, từ sáng đến trưa trời nắng nhẹ, về chiều tối có mưa rào và dông vài nơi.",https://vtcnews.vn/du-bao-thoi-tiet-tp-hcm-ngay-29-7-nang-nhe-chieu-toi-co-mua-dong-ar886071.html
2024-07-29 07:33:05,"Để phát triển kinh tế, Bình Định cho khai thác mở rộng  gần 2.200 ha quỹ đất biển từ phía Đông sang phía Tây dọc theo tuyến đường ven biển đoạn Đề Gi - Mỹ Thành.",https://vtcnews.vn/binh-dinh-lam-gi-voi-quy-dat-ven-bien-2-200-ha-ar885954.html
2024-07-29 07:23:43,Phụ huynh và thí sinh có thể tham khảo điểm chuẩn trường Đại học Y Dược TP.HCM trong 5 năm qua biến động ra sao để đưa ra lựa chọn ngành nghề phù hợp.,https://vtcnews.vn/diem-chuan-truong-dai-hoc-y-duoc-tp-hcm-5-nam-qua-bien-dong-ra-sao-ar885971.html
2024-07-29 07:15:00,"Câu chuyện ""tam giác tình yêu"" kỳ lạ ở Nhật Bản gây xôn xao dư luận khi người chồng chào đón bạn trai mới của vợ đến sống chung, thậm chí còn cảm ơn anh này.",https://vtcnews.vn/chuyen-ky-la-o-nhat-vo-di-du-hoc-dan-tinh-nhan-ve-nha-chong-vui-ve-song-chung-ar884974.html
2024-07-29 07:00:00,"Bạn thân của chồng tôi muốn sinh con cho người tình nhưng ông ta đã có vợ, không thể ra mặt, thế là cô ta nhờ chồng tôi ""đóng thế"" để về quê gặp gia đình.",https://vtcnews.vn/ban-than-co-bau-chong-toi-nhan-loi-dong-gia-ban-trai-ve-que-ra-mat-ar883983.html
